t  par1   acc
-3928 0.422559 0.185
-3927 0.422634 0.164
-3926 0.422703 0.173
-3925 0.422826 0.186
-3924 0.422947 0.197
-3923 0.422959 0.184
-3922 0.423043 0.183
-3921 0.423151 0.173
-3920 0.423267 0.166
-3919 0.423398 0.162
-3918 0.423464 0.201
-3917 0.423588 0.171
-3916 0.423643 0.17
-3915 0.423748 0.187
-3914 0.423849 0.176
-3913 0.423921 0.183
-3912 0.424066 0.18
-3911 0.424113 0.179
-3910 0.424163 0.178
-3909 0.424242 0.16
-3908 0.424323 0.173
-3907 0.4244 0.169
-3906 0.424496 0.163
-3905 0.424627 0.187
-3904 0.424698 0.182
-3903 0.424779 0.188
-3902 0.424861 0.169
-3901 0.424894 0.176
-3900 0.424989 0.172
-3899 0.425121 0.153
-3898 0.425243 0.202
-3897 0.425307 0.18
-3896 0.42545 0.182
-3895 0.425551 0.146
-3894 0.425631 0.191
-3893 0.425716 0.194
-3892 0.425866 0.166
-3891 0.42597 0.15
-3890 0.426122 0.199
-3889 0.426248 0.183
-3888 0.42635 0.172
-3887 0.426425 0.167
-3886 0.426569 0.169
-3885 0.426672 0.181
-3884 0.426758 0.176
-3883 0.426846 0.177
-3882 0.426992 0.182
-3881 0.427045 0.184
-3880 0.427181 0.167
-3879 0.427245 0.173
-3878 0.427363 0.186
-3877 0.427464 0.183
-3876 0.427546 0.186
-3875 0.427644 0.163
-3874 0.427752 0.194
-3873 0.427828 0.179
-3872 0.427953 0.166
-3871 0.428011 0.166
-3870 0.428132 0.176
-3869 0.428239 0.202
-3868 0.42834 0.175
-3867 0.428454 0.159
-3866 0.428564 0.193
-3865 0.428631 0.181
-3864 0.428781 0.183
-3863 0.428873 0.174
-3862 0.428978 0.183
-3861 0.429095 0.17
-3860 0.42922 0.175
-3859 0.429304 0.176
-3858 0.429434 0.17
-3857 0.429545 0.18
-3856 0.429639 0.167
-3855 0.429748 0.179
-3854 0.429856 0.181
-3853 0.42994 0.176
-3852 0.429994 0.164
-3851 0.430094 0.165
-3850 0.430218 0.177
-3849 0.430333 0.192
-3848 0.43043 0.19
-3847 0.430511 0.174
-3846 0.430603 0.178
-3845 0.430688 0.172
-3844 0.430728 0.163
-3843 0.43079 0.153
-3842 0.43082 0.18
-3841 0.43096 0.18
-3840 0.431065 0.176
-3839 0.431183 0.192
-3838 0.431212 0.164
-3837 0.431296 0.17
-3836 0.431444 0.187
-3835 0.431576 0.196
-3834 0.431664 0.16
-3833 0.431774 0.168
-3832 0.431858 0.165
-3831 0.431959 0.202
-3830 0.432044 0.159
-3829 0.432125 0.185
-3828 0.43224 0.203
-3827 0.432318 0.19
-3826 0.432447 0.2
-3825 0.432558 0.178
-3824 0.432613 0.179
-3823 0.432739 0.196
-3822 0.43283 0.154
-3821 0.432965 0.194
-3820 0.432988 0.189
-3819 0.433108 0.195
-3818 0.433151 0.185
-3817 0.433257 0.185
-3816 0.433352 0.175
-3815 0.433458 0.163
-3814 0.433554 0.169
-3813 0.433658 0.177
-3812 0.433808 0.184
-3811 0.433869 0.162
-3810 0.433942 0.166
-3809 0.43411 0.186
-3808 0.434232 0.166
-3807 0.434299 0.159
-3806 0.43449 0.201
-3805 0.434589 0.188
-3804 0.434684 0.187
-3803 0.434747 0.159
-3802 0.43485 0.166
-3801 0.434964 0.173
-3800 0.435014 0.171
-3799 0.435129 0.198
-3798 0.435181 0.166
-3797 0.435289 0.178
-3796 0.435332 0.159
-3795 0.43546 0.167
-3794 0.435524 0.164
-3793 0.435625 0.168
-3792 0.435722 0.186
-3791 0.43582 0.171
-3790 0.43592 0.172
-3789 0.436055 0.185
-3788 0.436139 0.16
-3787 0.436194 0.161
-3786 0.436266 0.156
-3785 0.43635 0.173
-3784 0.436378 0.178
-3783 0.436451 0.181
-3782 0.436568 0.182
-3781 0.4367 0.188
-3780 0.436775 0.145
-3779 0.436898 0.171
-3778 0.436978 0.171
-3777 0.437072 0.18
-3776 0.437131 0.165
-3775 0.437167 0.178
-3774 0.43725 0.19
-3773 0.437338 0.159
-3772 0.437396 0.178
-3771 0.43753 0.199
-3770 0.4376 0.172
-3769 0.437612 0.156
-3768 0.437671 0.182
-3767 0.437735 0.179
-3766 0.437857 0.18
-3765 0.437922 0.171
-3764 0.43796 0.171
-3763 0.438057 0.164
-3762 0.438159 0.155
-3761 0.438222 0.175
-3760 0.438261 0.168
-3759 0.438371 0.155
-3758 0.438467 0.183
-3757 0.438535 0.177
-3756 0.4386 0.181
-3755 0.438673 0.181
-3754 0.438768 0.167
-3753 0.438835 0.192
-3752 0.438971 0.178
-3751 0.439014 0.163
-3750 0.43907 0.157
-3749 0.439143 0.172
-3748 0.439234 0.177
-3747 0.439317 0.173
-3746 0.439379 0.186
-3745 0.439447 0.171
-3744 0.439546 0.191
-3743 0.439548 0.147
-3742 0.439572 0.174
-3741 0.439749 0.205
-3740 0.439749 0.166
-3739 0.439804 0.174
-3738 0.439816 0.189
-3737 0.439932 0.191
-3736 0.440036 0.171
-3735 0.440166 0.173
-3734 0.440278 0.167
-3733 0.4404 0.158
-3732 0.440484 0.181
-3731 0.440541 0.157
-3730 0.440659 0.192
-3729 0.440731 0.176
-3728 0.440763 0.181
-3727 0.44081 0.162
-3726 0.440816 0.172
-3725 0.440944 0.174
-3724 0.441037 0.163
-3723 0.441142 0.164
-3722 0.441195 0.177
-3721 0.441267 0.177
-3720 0.441346 0.182
-3719 0.441466 0.18
-3718 0.441515 0.189
-3717 0.441628 0.19
-3716 0.441724 0.198
-3715 0.441784 0.173
-3714 0.441851 0.18
-3713 0.441971 0.173
-3712 0.442098 0.179
-3711 0.442127 0.176
-3710 0.442243 0.172
-3709 0.442409 0.186
-3708 0.44242 0.176
-3707 0.442446 0.172
-3706 0.442533 0.174
-3705 0.442599 0.156
-3704 0.442698 0.157
-3703 0.442816 0.173
-3702 0.442902 0.187
-3701 0.442966 0.168
-3700 0.443054 0.168
-3699 0.443128 0.175
-3698 0.44326 0.153
-3697 0.443363 0.186
-3696 0.443462 0.179
-3695 0.443526 0.185
-3694 0.443573 0.144
-3693 0.443607 0.185
-3692 0.443644 0.153
-3691 0.443678 0.143
-3690 0.443729 0.174
-3689 0.443822 0.166
-3688 0.443888 0.178
-3687 0.44395 0.183
-3686 0.444026 0.166
-3685 0.444117 0.174
-3684 0.444197 0.159
-3683 0.444267 0.16
-3682 0.44438 0.173
-3681 0.444502 0.195
-3680 0.444573 0.18
-3679 0.444654 0.172
-3678 0.444774 0.17
-3677 0.444869 0.171
-3676 0.444995 0.177
-3675 0.445087 0.191
-3674 0.445262 0.193
-3673 0.445337 0.14
-3672 0.445483 0.179
-3671 0.445592 0.174
-3670 0.445703 0.196
-3669 0.445789 0.179
-3668 0.445887 0.181
-3667 0.445986 0.179
-3666 0.446057 0.156
-3665 0.446122 0.179
-3664 0.446172 0.173
-3663 0.446302 0.197
-3662 0.446388 0.182
-3661 0.446418 0.19
-3660 0.446511 0.164
-3659 0.446582 0.164
-3658 0.446641 0.158
-3657 0.446703 0.18
-3656 0.446809 0.165
-3655 0.446877 0.174
-3654 0.446931 0.174
-3653 0.446998 0.187
-3652 0.44707 0.186
-3651 0.447154 0.174
-3650 0.447311 0.187
-3649 0.447346 0.164
-3648 0.447377 0.17
-3647 0.447437 0.168
-3646 0.447498 0.171
-3645 0.447842 0.168
-3644 0.448136 0.172
-3643 0.448236 0.151
-3642 0.448355 0.186
-3641 0.448447 0.186
-3640 0.448472 0.175
-3639 0.448544 0.173
-3638 0.448616 0.182
-3637 0.448702 0.172
-3636 0.448796 0.172
-3635 0.4489 0.185
-3634 0.448965 0.176
-3633 0.449079 0.185
-3632 0.449186 0.146
-3631 0.449241 0.168
-3630 0.449287 0.133
-3629 0.44935 0.156
-3628 0.44941 0.17
-3627 0.449512 0.184
-3626 0.44958 0.173
-3625 0.449675 0.182
-3624 0.449738 0.164
-3623 0.449779 0.19
-3622 0.44986 0.179
-3621 0.449961 0.177
-3620 0.450013 0.18
-3619 0.450019 0.18
-3618 0.450103 0.177
-3617 0.450204 0.191
-3616 0.450286 0.18
-3615 0.450374 0.186
-3614 0.45038 0.185
-3613 0.450481 0.165
-3612 0.450511 0.154
-3611 0.450606 0.173
-3610 0.450765 0.199
-3609 0.451375 0.174
-3608 0.451464 0.178
-3607 0.451535 0.179
-3606 0.45165 0.168
-3605 0.45173 0.179
-3604 0.451847 0.208
-3603 0.451997 0.175
-3602 0.452041 0.18
-3601 0.45205 0.172
-3600 0.452137 0.173
-3599 0.45221 0.176
-3598 0.452274 0.179
-3597 0.452356 0.193
-3596 0.452431 0.177
-3595 0.452481 0.181
-3594 0.452535 0.169
-3593 0.452656 0.167
-3592 0.452726 0.18
-3591 0.452804 0.16
-3590 0.452864 0.184
-3589 0.452933 0.167
-3588 0.453012 0.166
-3587 0.453058 0.188
-3586 0.453114 0.18
-3585 0.45315 0.164
-3584 0.453251 0.167
-3583 0.453315 0.159
-3582 0.453436 0.182
-3581 0.453533 0.193
-3580 0.453616 0.162
-3579 0.453694 0.168
-3578 0.453819 0.166
-3577 0.453893 0.159
-3576 0.453969 0.175
-3575 0.454035 0.159
-3574 0.454074 0.167
-3573 0.454144 0.174
-3572 0.454222 0.162
-3571 0.454274 0.163
-3570 0.454333 0.192
-3569 0.454413 0.189
-3568 0.454468 0.196
-3567 0.454569 0.197
-3566 0.454678 0.184
-3565 0.454791 0.199
-3564 0.454888 0.168
-3563 0.454911 0.158
-3562 0.454995 0.182
-3561 0.455119 0.171
-3560 0.455191 0.162
-3559 0.455222 0.171
-3558 0.455321 0.181
-3557 0.455441 0.19
-3556 0.455488 0.17
-3555 0.455488 0.164
-3554 0.455575 0.183
-3553 0.455633 0.155
-3552 0.455714 0.168
-3551 0.455782 0.165
-3550 0.455845 0.143
-3549 0.45589 0.171
-3548 0.45599 0.183
-3547 0.456028 0.179
-3546 0.456159 0.19
-3545 0.456174 0.167
-3544 0.456256 0.149
-3543 0.456328 0.185
-3542 0.456423 0.181
-3541 0.456442 0.162
-3540 0.45652 0.176
-3539 0.45656 0.154
-3538 0.456675 0.188
-3537 0.456743 0.166
-3536 0.456771 0.169
-3535 0.456856 0.167
-3534 0.456924 0.165
-3533 0.456997 0.17
-3532 0.457073 0.155
-3531 0.457185 0.165
-3530 0.457284 0.137
-3529 0.457284 0.151
-3528 0.457374 0.156
-3527 0.457471 0.171
-3526 0.457583 0.169
-3525 0.457696 0.181
-3524 0.457783 0.165
-3523 0.457849 0.157
-3522 0.457911 0.177
-3521 0.458001 0.158
-3520 0.458067 0.166
-3519 0.458111 0.158
-3518 0.458136 0.155
-3517 0.458208 0.184
-3516 0.458263 0.163
-3515 0.458284 0.174
-3514 0.458328 0.15
-3513 0.458444 0.18
-3512 0.458523 0.153
-3511 0.458544 0.147
-3510 0.458583 0.182
-3509 0.45862 0.168
-3508 0.458709 0.183
-3507 0.458764 0.159
-3506 0.458872 0.179
-3505 0.458912 0.169
-3504 0.458944 0.155
-3503 0.459061 0.188
-3502 0.45912 0.17
-3501 0.459149 0.186
-3500 0.459241 0.18
-3499 0.459357 0.173
-3498 0.459369 0.169
-3497 0.459458 0.162
-3496 0.459512 0.154
-3495 0.459588 0.151
-3494 0.4597 0.162
-3493 0.459715 0.164
-3492 0.45978 0.176
-3491 0.459865 0.151
-3490 0.459995 0.171
-3489 0.460012 0.161
-3488 0.460047 0.187
-3487 0.460165 0.168
-3486 0.460195 0.171
-3485 0.460284 0.182
-3484 0.460397 0.158
-3483 0.460477 0.163
-3482 0.46058 0.183
-3481 0.460634 0.165
-3480 0.460724 0.15
-3479 0.460808 0.167
-3478 0.460887 0.161
-3477 0.460958 0.168
-3476 0.460973 0.17
-3475 0.461049 0.172
-3474 0.461096 0.181
-3473 0.46107 0.152
-3472 0.46109 0.152
-3471 0.461097 0.165
-3470 0.461159 0.177
-3469 0.461243 0.182
-3468 0.461255 0.173
-3467 0.461267 0.155
-3466 0.461392 0.173
-3465 0.461438 0.183
-3464 0.461438 0.162
-3463 0.461441 0.162
-3462 0.461516 0.149
-3461 0.461607 0.161
-3460 0.461642 0.18
-3459 0.461744 0.145
-3458 0.461806 0.157
-3457 0.461911 0.16
-3456 0.461897 0.163
-3455 0.46195 0.137
-3454 0.46197 0.162
-3453 0.462016 0.169
-3452 0.461981 0.16
-3451 0.46195 0.158
-3450 0.462007 0.163
-3449 0.462065 0.173
-3448 0.462076 0.146
-3447 0.462182 0.177
-3446 0.462232 0.181
-3445 0.462341 0.171
-3444 0.462426 0.171
-3443 0.462499 0.14
-3442 0.462582 0.178
-3441 0.46264 0.162
-3440 0.462696 0.157
-3439 0.462765 0.175
-3438 0.462879 0.179
-3437 0.462903 0.171
-3436 0.462973 0.158
-3435 0.463057 0.182
-3434 0.463102 0.159
-3433 0.463176 0.148
-3432 0.463243 0.171
-3431 0.463321 0.174
-3430 0.463406 0.175
-3429 0.46347 0.167
-3428 0.463525 0.151
-3427 0.463546 0.165
-3426 0.463634 0.177
-3425 0.463758 0.184
-3424 0.463814 0.174
-3423 0.463904 0.15
-3422 0.463954 0.172
-3421 0.464057 0.171
-3420 0.464105 0.16
-3419 0.464181 0.175
-3418 0.464312 0.175
-3417 0.464356 0.139
-3416 0.464374 0.166
-3415 0.464427 0.165
-3414 0.464502 0.178
-3413 0.464566 0.156
-3412 0.464642 0.16
-3411 0.464726 0.19
-3410 0.464747 0.157
-3409 0.464785 0.147
-3408 0.464845 0.148
-3407 0.464848 0.161
-3406 0.464854 0.166
-3405 0.464993 0.169
-3404 0.465018 0.171
-3403 0.465037 0.172
-3402 0.465123 0.168
-3401 0.465222 0.195
-3400 0.465271 0.165
-3399 0.465388 0.167
-3398 0.465418 0.19
-3397 0.46553 0.158
-3396 0.465603 0.154
-3395 0.465649 0.166
-3394 0.465721 0.185
-3393 0.465767 0.165
-3392 0.465822 0.187
-3391 0.465842 0.158
-3390 0.465925 0.2
-3389 0.465966 0.152
-3388 0.46598 0.176
-3387 0.465998 0.174
-3386 0.466041 0.17
-3385 0.466127 0.167
-3384 0.466087 0.149
-3383 0.466137 0.17
-3382 0.466187 0.174
-3381 0.466339 0.168
-3380 0.466433 0.18
-3379 0.466608 0.187
-3378 0.466755 0.165
-3377 0.466807 0.171
-3376 0.466892 0.167
-3375 0.4669 0.153
-3374 0.466964 0.171
-3373 0.467082 0.18
-3372 0.467095 0.168
-3371 0.467158 0.172
-3370 0.467237 0.175
-3369 0.467216 0.177
-3368 0.467311 0.165
-3367 0.467387 0.169
-3366 0.467423 0.169
-3365 0.467491 0.175
-3364 0.467529 0.174
-3363 0.467646 0.164
-3362 0.467706 0.164
-3361 0.46779 0.168
-3360 0.467857 0.156
-3359 0.467916 0.198
-3358 0.467898 0.147
-3357 0.467972 0.171
-3356 0.468036 0.158
-3355 0.468087 0.157
-3354 0.46815 0.161
-3353 0.468169 0.188
-3352 0.468205 0.168
-3351 0.468248 0.145
-3350 0.468351 0.17
-3349 0.468374 0.166
-3348 0.468427 0.169
-3347 0.468445 0.176
-3346 0.468436 0.162
-3345 0.468469 0.156
-3344 0.468496 0.157
-3343 0.46849 0.162
-3342 0.46852 0.166
-3341 0.46858 0.173
-3340 0.46869 0.16
-3339 0.468741 0.182
-3338 0.468786 0.172
-3337 0.468855 0.168
-3336 0.46892 0.173
-3335 0.468966 0.159
-3334 0.46902 0.19
-3333 0.469121 0.157
-3332 0.469144 0.152
-3331 0.469206 0.176
-3330 0.469238 0.155
-3329 0.46927 0.168
-3328 0.469278 0.166
-3327 0.469342 0.195
-3326 0.46943 0.171
-3325 0.469465 0.158
-3324 0.46952 0.166
-3323 0.469648 0.178
-3322 0.469691 0.169
-3321 0.469766 0.172
-3320 0.469821 0.171
-3319 0.469821 0.164
-3318 0.469888 0.168
-3317 0.469997 0.161
-3316 0.4701 0.161
-3315 0.470142 0.149
-3314 0.470209 0.156
-3313 0.470283 0.158
-3312 0.470335 0.151
-3311 0.470386 0.172
-3310 0.470421 0.159
-3309 0.470513 0.147
-3308 0.470551 0.159
-3307 0.470588 0.148
-3306 0.470657 0.167
-3305 0.470774 0.177
-3304 0.470808 0.177
-3303 0.470824 0.171
-3302 0.470861 0.161
-3301 0.470983 0.169
-3300 0.47102 0.151
-3299 0.47105 0.168
-3298 0.471174 0.177
-3297 0.471217 0.169
-3296 0.471255 0.176
-3295 0.471333 0.193
-3294 0.471417 0.156
-3293 0.471504 0.155
-3292 0.471576 0.16
-3291 0.471611 0.17
-3290 0.471682 0.172
-3289 0.471747 0.145
-3288 0.471767 0.159
-3287 0.471818 0.143
-3286 0.471882 0.181
-3285 0.471905 0.176
-3284 0.472052 0.158
-3283 0.472117 0.164
-3282 0.472205 0.187
-3281 0.472254 0.166
-3280 0.472322 0.167
-3279 0.472371 0.158
-3278 0.472492 0.157
-3277 0.472566 0.161
-3276 0.472606 0.16
-3275 0.472677 0.171
-3274 0.472708 0.162
-3273 0.472732 0.158
-3272 0.472738 0.183
-3271 0.472757 0.174
-3270 0.472835 0.172
-3269 0.472925 0.152
-3268 0.472943 0.154
-3267 0.473031 0.154
-3266 0.473116 0.174
-3265 0.473184 0.16
-3264 0.473249 0.142
-3263 0.473282 0.175
-3262 0.473327 0.143
-3261 0.47339 0.155
-3260 0.473378 0.179
-3259 0.473425 0.165
-3258 0.473435 0.166
-3257 0.473509 0.171
-3256 0.473585 0.165
-3255 0.47362 0.16
-3254 0.473591 0.178
-3253 0.4737 0.158
-3252 0.473707 0.17
-3251 0.473814 0.167
-3250 0.473856 0.156
-3249 0.473981 0.181
-3248 0.474129 0.167
-3247 0.474132 0.186
-3246 0.474168 0.192
-3245 0.474263 0.142
-3244 0.474322 0.171
-3243 0.474388 0.16
-3242 0.474474 0.152
-3241 0.474576 0.176
-3240 0.474656 0.157
-3239 0.474682 0.175
-3238 0.474735 0.158
-3237 0.474779 0.15
-3236 0.474844 0.166
-3235 0.474891 0.18
-3234 0.475015 0.156
-3233 0.475061 0.142
-3232 0.475079 0.174
-3231 0.475115 0.149
-3230 0.475102 0.175
-3229 0.475159 0.176
-3228 0.475258 0.183
-3227 0.475299 0.168
-3226 0.475343 0.163
-3225 0.475444 0.169
-3224 0.475479 0.157
-3223 0.475526 0.154
-3222 0.475564 0.165
-3221 0.475641 0.173
-3220 0.475653 0.155
-3219 0.475704 0.166
-3218 0.475685 0.181
-3217 0.47575 0.152
-3216 0.475849 0.161
-3215 0.475926 0.163
-3214 0.475999 0.164
-3213 0.476051 0.183
-3212 0.476127 0.172
-3211 0.476142 0.184
-3210 0.47621 0.175
-3209 0.47619 0.155
-3208 0.476243 0.154
-3207 0.476253 0.148
-3206 0.476335 0.161
-3205 0.476376 0.157
-3204 0.476411 0.16
-3203 0.476512 0.16
-3202 0.476525 0.176
-3201 0.476633 0.177
-3200 0.476689 0.168
-3199 0.476753 0.17
-3198 0.476818 0.163
-3197 0.476893 0.167
-3196 0.476914 0.157
-3195 0.476941 0.171
-3194 0.476947 0.17
-3193 0.476997 0.146
-3192 0.477016 0.181
-3191 0.476965 0.174
-3190 0.477109 0.176
-3189 0.477135 0.177
-3188 0.477185 0.17
-3187 0.4772 0.155
-3186 0.477318 0.157
-3185 0.477342 0.154
-3184 0.477393 0.183
-3183 0.477423 0.17
-3182 0.477411 0.147
-3181 0.477431 0.151
-3180 0.477462 0.157
-3179 0.47752 0.157
-3178 0.477514 0.176
-3177 0.477611 0.177
-3176 0.477681 0.176
-3175 0.477737 0.18
-3174 0.477728 0.167
-3173 0.477792 0.164
-3172 0.477851 0.174
-3171 0.477889 0.164
-3170 0.477892 0.161
-3169 0.477866 0.153
-3168 0.477851 0.172
-3167 0.477816 0.147
-3166 0.477863 0.169
-3165 0.477929 0.159
-3164 0.477987 0.153
-3163 0.477978 0.139
-3162 0.47809 0.197
-3161 0.478137 0.165
-3160 0.478207 0.181
-3159 0.478277 0.176
-3158 0.478353 0.169
-3157 0.478381 0.169
-3156 0.478369 0.162
-3155 0.478391 0.152
-3154 0.478412 0.191
-3153 0.478392 0.169
-3152 0.478315 0.157
-3151 0.478353 0.155
-3150 0.478442 0.176
-3149 0.478469 0.158
-3148 0.47845 0.163
-3147 0.478542 0.193
-3146 0.478589 0.162
-3145 0.478668 0.185
-3144 0.478764 0.155
-3143 0.478804 0.17
-3142 0.478837 0.186
-3141 0.478878 0.163
-3140 0.478981 0.151
-3139 0.479003 0.153
-3138 0.479039 0.179
-3137 0.479132 0.167
-3136 0.479178 0.175
-3135 0.479255 0.165
-3134 0.479316 0.157
-3133 0.479316 0.16
-3132 0.479438 0.177
-3131 0.479509 0.211
-3130 0.47958 0.168
-3129 0.479627 0.162
-3128 0.479695 0.163
-3127 0.479734 0.157
-3126 0.479795 0.157
-3125 0.479732 0.159
-3124 0.479823 0.15
-3123 0.479873 0.175
-3122 0.479879 0.169
-3121 0.479933 0.16
-3120 0.479992 0.159
-3119 0.479992 0.178
-3118 0.480019 0.156
-3117 0.480072 0.158
-3116 0.480119 0.172
-3115 0.480173 0.162
-3114 0.480206 0.159
-3113 0.480242 0.167
-3112 0.480349 0.173
-3111 0.480329 0.144
-3110 0.480364 0.149
-3109 0.480354 0.142
-3108 0.480428 0.151
-3107 0.480431 0.157
-3106 0.480509 0.163
-3105 0.480614 0.166
-3104 0.480631 0.154
-3103 0.480657 0.154
-3102 0.480675 0.155
-3101 0.480696 0.157
-3100 0.480723 0.16
-3099 0.480723 0.182
-3098 0.480779 0.183
-3097 0.480767 0.167
-3096 0.480819 0.171
-3095 0.480813 0.153
-3094 0.480854 0.158
-3093 0.480938 0.154
-3092 0.480967 0.185
-3091 0.481037 0.171
-3090 0.481107 0.178
-3089 0.481152 0.188
-3088 0.48124 0.153
-3087 0.481272 0.175
-3086 0.481307 0.165
-3085 0.481327 0.175
-3084 0.481411 0.161
-3083 0.481433 0.157
-3082 0.481481 0.158
-3081 0.481556 0.163
-3080 0.481582 0.158
-3079 0.481606 0.157
-3078 0.481679 0.174
-3077 0.481698 0.18
-3076 0.481754 0.135
-3075 0.481848 0.168
-3074 0.481929 0.157
-3073 0.481974 0.171
-3072 0.482011 0.166
-3071 0.482027 0.181
-3070 0.4821 0.175
-3069 0.482124 0.184
-3068 0.482216 0.178
-3067 0.482317 0.177
-3066 0.482324 0.165
-3065 0.482369 0.186
-3064 0.482466 0.15
-3063 0.482497 0.15
-3062 0.482598 0.159
-3061 0.482598 0.189
-3060 0.482643 0.166
-3059 0.482668 0.165
-3058 0.482701 0.147
-3057 0.482784 0.15
-3056 0.482767 0.153
-3055 0.482844 0.164
-3054 0.482856 0.177
-3053 0.482882 0.152
-3052 0.482906 0.168
-3051 0.482959 0.166
-3050 0.483025 0.135
-3049 0.48307 0.175
-3048 0.483156 0.157
-3047 0.483158 0.177
-3046 0.483232 0.174
-3045 0.483239 0.163
-3044 0.483277 0.166
-3043 0.483341 0.158
-3042 0.483378 0.151
-3041 0.483381 0.174
-3040 0.483451 0.164
-3039 0.483452 0.191
-3038 0.483505 0.168
-3037 0.483473 0.143
-3036 0.483522 0.166
-3035 0.483572 0.18
-3034 0.483666 0.169
-3033 0.483707 0.149
-3032 0.483732 0.17
-3031 0.48384 0.179
-3030 0.48387 0.154
-3029 0.483876 0.166
-3028 0.48396 0.157
-3027 0.483983 0.151
-3026 0.484044 0.165
-3025 0.484074 0.157
-3024 0.484129 0.177
-3023 0.484221 0.14
-3022 0.48427 0.169
-3021 0.48434 0.167
-3020 0.484384 0.167
-3019 0.484445 0.176
-3018 0.484506 0.158
-3017 0.484518 0.179
-3016 0.484562 0.164
-3015 0.484544 0.164
-3014 0.484541 0.164
-3013 0.484531 0.149
-3012 0.484569 0.16
-3011 0.484644 0.176
-3010 0.48471 0.153
-3009 0.484707 0.142
-3008 0.484697 0.179
-3007 0.484803 0.161
-3006 0.484776 0.172
-3005 0.484776 0.171
-3004 0.484832 0.161
-3003 0.484835 0.165
-3002 0.484857 0.167
-3001 0.484901 0.178
-3000 0.48497 0.167
-2999 0.485028 0.16
-2998 0.484998 0.151
-2997 0.485031 0.159
-2996 0.485088 0.153
-2995 0.485153 0.177
-2994 0.485187 0.148
-2993 0.485225 0.17
-2992 0.485225 0.154
-2991 0.485269 0.141
-2990 0.485244 0.179
-2989 0.485251 0.175
-2988 0.485221 0.192
-2987 0.48531 0.168
-2986 0.48533 0.149
-2985 0.485337 0.162
-2984 0.485373 0.164
-2983 0.485394 0.167
-2982 0.485415 0.146
-2981 0.485436 0.177
-2980 0.485412 0.151
-2979 0.485444 0.144
-2978 0.485516 0.171
-2977 0.485551 0.181
-2976 0.485589 0.164
-2975 0.485629 0.167
-2974 0.485658 0.16
-2973 0.485688 0.169
-2972 0.48572 0.168
-2971 0.485714 0.163
-2970 0.48575 0.18
-2969 0.485773 0.167
-2968 0.485786 0.15
-2967 0.485789 0.164
-2966 0.485832 0.177
-2965 0.485819 0.153
-2964 0.485858 0.147
-2963 0.485842 0.159
-2962 0.48586 0.173
-2961 0.48587 0.162
-2960 0.48592 0.175
-2959 0.485996 0.166
-2958 0.486012 0.16
-2957 0.486026 0.155
-2956 0.486056 0.159
-2955 0.486133 0.151
-2954 0.486116 0.163
-2953 0.48613 0.176
-2952 0.486211 0.154
-2951 0.48627 0.182
-2950 0.486255 0.161
-2949 0.486259 0.144
-2948 0.486346 0.162
-2947 0.486381 0.143
-2946 0.48644 0.162
-2945 0.48648 0.181
-2944 0.486517 0.158
-2943 0.486612 0.152
-2942 0.486666 0.154
-2941 0.486678 0.163
-2940 0.486795 0.175
-2939 0.486865 0.138
-2938 0.486876 0.161
-2937 0.486921 0.155
-2936 0.486991 0.163
-2935 0.487026 0.169
-2934 0.487034 0.166
-2933 0.486964 0.157
-2932 0.486983 0.174
-2931 0.487006 0.171
-2930 0.487012 0.178
-2929 0.487012 0.138
-2928 0.487022 0.14
-2927 0.487075 0.166
-2926 0.487113 0.145
-2925 0.487154 0.181
-2924 0.487219 0.145
-2923 0.487283 0.156
-2922 0.487258 0.156
-2921 0.487286 0.136
-2920 0.487339 0.167
-2919 0.487324 0.152
-2918 0.487361 0.158
-2917 0.48737 0.153
-2916 0.487405 0.154
-2915 0.487428 0.165
-2914 0.48746 0.149
-2913 0.487479 0.164
-2912 0.487569 0.149
-2911 0.48767 0.171
-2910 0.487729 0.154
-2909 0.487726 0.166
-2908 0.487704 0.145
-2907 0.487713 0.163
-2906 0.487713 0.16
-2905 0.48778 0.196
-2904 0.487842 0.15
-2903 0.487894 0.142
-2902 0.487885 0.155
-2901 0.487957 0.148
-2900 0.488045 0.142
-2899 0.488066 0.159
-2898 0.488066 0.161
-2897 0.488058 0.17
-2896 0.488093 0.156
-2895 0.488161 0.144
-2894 0.488204 0.166
-2893 0.488225 0.155
-2892 0.488267 0.162
-2891 0.488279 0.145
-2890 0.488324 0.153
-2889 0.488387 0.166
-2888 0.488402 0.134
-2887 0.488414 0.142
-2886 0.488471 0.16
-2885 0.488474 0.132
-2884 0.488404 0.16
-2883 0.488416 0.167
-2882 0.488429 0.152
-2881 0.4885 0.154
-2880 0.488614 0.156
-2879 0.48862 0.153
-2878 0.488652 0.168
-2877 0.488673 0.146
-2876 0.488728 0.142
-2875 0.488738 0.183
-2874 0.488728 0.168
-2873 0.488774 0.171
-2872 0.488808 0.164
-2871 0.488858 0.175
-2870 0.488915 0.161
-2869 0.488997 0.158
-2868 0.48901 0.141
-2867 0.48905 0.159
-2866 0.489028 0.175
-2865 0.489107 0.133
-2864 0.489175 0.182
-2863 0.48923 0.163
-2862 0.489278 0.166
-2861 0.48932 0.153
-2860 0.489342 0.165
-2859 0.489386 0.16
-2858 0.489411 0.164
-2857 0.489534 0.161
-2856 0.489513 0.153
-2855 0.489545 0.166
-2854 0.489619 0.134
-2853 0.489616 0.172
