t  par1   acc
1221500 0.469845 0.151
1221600 0.469845 0.151
1221700 0.469845 0.142
1221800 0.469845 0.141
1221900 0.469845 0.136
1222000 0.469845 0.162
1222100 0.469845 0.136
1222200 0.469845 0.142
1222300 0.469845 0.161
1222400 0.469845 0.159
1222500 0.469845 0.149
1222600 0.469845 0.142
1222700 0.469845 0.149
1222800 0.469845 0.156
1222900 0.469845 0.163
1223000 0.469845 0.146
1223100 0.469845 0.152
1223200 0.469845 0.138
1223300 0.469845 0.131
1223400 0.469845 0.158
1223500 0.469845 0.138
1223600 0.469845 0.161
1223700 0.469845 0.135
1223800 0.469845 0.133
1223900 0.469845 0.137
1224000 0.469845 0.152
1224100 0.469845 0.159
1224200 0.469845 0.158
1224300 0.469845 0.141
1224400 0.469845 0.141
1224500 0.469845 0.141
1224600 0.469845 0.141
1224700 0.469845 0.144
1224800 0.469845 0.143
1224900 0.469845 0.16
1225000 0.469845 0.13
1225100 0.469845 0.142
1225200 0.469845 0.138
1225300 0.469845 0.149
1225400 0.469845 0.138
1225500 0.469845 0.142
1225600 0.469845 0.151
1225700 0.469845 0.145
1225800 0.469845 0.151
1225900 0.469845 0.136
1226000 0.469845 0.16
1226100 0.469845 0.146
1226200 0.469845 0.157
1226300 0.469845 0.149
1226400 0.469845 0.153
1226500 0.469845 0.152
1226600 0.469845 0.125
1226700 0.469845 0.15
1226800 0.469845 0.149
1226900 0.469845 0.151
1227000 0.469845 0.135
1227100 0.469845 0.152
1227200 0.469845 0.155
1227300 0.469845 0.136
1227400 0.469845 0.131
1227500 0.469845 0.148
1227600 0.469845 0.134
1227700 0.469845 0.148
1227800 0.469845 0.159
1227900 0.469845 0.161
1228000 0.469845 0.136
1228100 0.469845 0.122
1228200 0.469845 0.124
1228300 0.469845 0.164
1228400 0.469845 0.131
1228500 0.469845 0.154
1228600 0.469845 0.144
1228700 0.469845 0.128
1228800 0.469845 0.148
1228900 0.469845 0.146
1229000 0.469845 0.137
1229100 0.469845 0.122
1229200 0.469845 0.148
1229300 0.469845 0.142
1229400 0.469845 0.143
1229500 0.469845 0.148
1229600 0.469845 0.157
1229700 0.469845 0.162
1229800 0.469845 0.146
1229900 0.469845 0.149
1230000 0.469845 0.166
1230100 0.469845 0.151
1230200 0.469845 0.158
1230300 0.469845 0.149
1230400 0.469845 0.137
1230500 0.469845 0.139
1230600 0.469845 0.138
1230700 0.469845 0.141
1230800 0.469845 0.15
1230900 0.469845 0.142
1231000 0.469845 0.152
1231100 0.469845 0.149
1231200 0.469845 0.133
1231300 0.469845 0.156
1231400 0.469845 0.111
1231500 0.469845 0.153
1231600 0.469845 0.158
1231700 0.469845 0.138
1231800 0.469845 0.144
1231900 0.469845 0.135
1232000 0.469845 0.16
1232100 0.469845 0.151
1232200 0.469845 0.166
1232300 0.469845 0.142
1232400 0.469845 0.131
1232500 0.469845 0.112
1232600 0.469845 0.163
1232700 0.469845 0.142
1232800 0.469845 0.16
1232900 0.469845 0.132
1233000 0.469845 0.141
1233100 0.469845 0.147
1233200 0.469845 0.153
1233300 0.469845 0.145
1233400 0.469845 0.141
1233500 0.469845 0.144
1233600 0.469845 0.152
1233700 0.469845 0.144
1233800 0.469845 0.142
1233900 0.469845 0.161
1234000 0.469845 0.143
1234100 0.469845 0.157
1234200 0.469845 0.132
1234300 0.469845 0.161
1234400 0.469845 0.127
1234500 0.469845 0.15
1234600 0.469845 0.144
1234700 0.469845 0.139
1234800 0.469845 0.141
1234900 0.469845 0.16
1235000 0.469845 0.152
1235100 0.469845 0.15
1235200 0.469845 0.147
1235300 0.469845 0.145
1235400 0.469845 0.126
1235500 0.469845 0.162
1235600 0.469845 0.125
1235700 0.469845 0.15
1235800 0.469845 0.148
1235900 0.469845 0.135
1236000 0.469845 0.164
1236100 0.469845 0.171
1236200 0.469845 0.144
1236300 0.469845 0.131
1236400 0.469845 0.146
1236500 0.469845 0.179
1236600 0.469845 0.148
1236700 0.469845 0.132
1236800 0.469845 0.149
1236900 0.469845 0.162
1237000 0.469845 0.144
1237100 0.469845 0.136
1237200 0.469845 0.145
1237300 0.469845 0.15
1237400 0.469845 0.158
1237500 0.469845 0.158
1237600 0.469845 0.149
1237700 0.469845 0.154
1237800 0.469845 0.14
1237900 0.469845 0.147
1238000 0.469845 0.149
1238100 0.469845 0.165
1238200 0.469845 0.143
1238300 0.469845 0.15
1238400 0.469845 0.137
1238500 0.469845 0.151
1238600 0.469845 0.167
1238700 0.469845 0.13
1238800 0.469845 0.138
1238900 0.469845 0.154
1239000 0.469845 0.154
1239100 0.469845 0.142
1239200 0.469845 0.146
1239300 0.469845 0.143
1239400 0.469845 0.139
1239500 0.469845 0.14
1239600 0.469845 0.159
1239700 0.469845 0.149
1239800 0.469845 0.154
1239900 0.469845 0.144
1240000 0.469845 0.169
1240100 0.469845 0.154
1240200 0.469845 0.146
1240300 0.469845 0.14
1240400 0.469845 0.147
1240500 0.469845 0.152
1240600 0.469845 0.151
1240700 0.469845 0.157
1240800 0.469845 0.136
1240900 0.469845 0.149
1241000 0.469845 0.145
1241100 0.469845 0.148
1241200 0.469845 0.154
1241300 0.469845 0.134
1241400 0.469845 0.161
1241500 0.469845 0.138
1241600 0.469845 0.143
1241700 0.469845 0.147
1241800 0.469845 0.144
1241900 0.469845 0.133
1242000 0.469845 0.133
1242100 0.469845 0.144
1242200 0.469845 0.141
1242300 0.469845 0.166
1242400 0.469845 0.147
1242500 0.469845 0.147
1242600 0.469845 0.155
1242700 0.469845 0.141
1242800 0.469845 0.144
1242900 0.469845 0.153
1243000 0.469845 0.157
1243100 0.469845 0.164
1243200 0.469845 0.153
1243300 0.469845 0.163
1243400 0.469845 0.132
1243500 0.469845 0.17
1243600 0.469845 0.156
1243700 0.469845 0.146
1243800 0.469845 0.154
1243900 0.469845 0.142
1244000 0.469845 0.15
1244100 0.469845 0.179
1244200 0.469845 0.173
1244300 0.469845 0.131
1244400 0.469845 0.143
1244500 0.469845 0.137
1244600 0.469845 0.149
1244700 0.469845 0.152
1244800 0.469845 0.136
1244900 0.469845 0.15
1245000 0.469845 0.152
1245100 0.469845 0.152
1245200 0.469845 0.138
1245300 0.469845 0.151
1245400 0.469845 0.161
1245500 0.469845 0.134
1245600 0.469845 0.149
1245700 0.469845 0.128
1245800 0.469845 0.165
1245900 0.469845 0.142
1246000 0.469845 0.158
1246100 0.469845 0.147
1246200 0.469845 0.139
1246300 0.469845 0.151
1246400 0.469845 0.131
1246500 0.469845 0.151
1246600 0.469845 0.127
1246700 0.469845 0.165
1246800 0.469845 0.148
1246900 0.469845 0.153
1247000 0.469845 0.155
1247100 0.469845 0.118
1247200 0.469845 0.142
1247300 0.469845 0.158
1247400 0.469845 0.157
1247500 0.469845 0.151
1247600 0.469845 0.141
1247700 0.469845 0.14
1247800 0.469845 0.145
1247900 0.469845 0.152
1248000 0.469845 0.152
1248100 0.469845 0.128
1248200 0.469845 0.134
1248300 0.469845 0.132
1248400 0.469845 0.159
1248500 0.469845 0.15
1248600 0.469845 0.138
1248700 0.469845 0.132
1248800 0.469845 0.135
1248900 0.469845 0.147
1249000 0.469845 0.13
1249100 0.469845 0.148
1249200 0.469845 0.147
1249300 0.469845 0.143
1249400 0.469845 0.145
1249500 0.469845 0.134
1249600 0.469845 0.127
1249700 0.469845 0.184
1249800 0.469845 0.121
1249900 0.469845 0.142
1250000 0.469845 0.139
1250100 0.469845 0.139
1250200 0.469845 0.145
1250300 0.469845 0.138
1250400 0.469845 0.149
1250500 0.469845 0.119
1250600 0.469845 0.135
1250700 0.469845 0.153
1250800 0.469845 0.141
1250900 0.469845 0.171
1251000 0.469845 0.135
1251100 0.469845 0.148
1251200 0.469845 0.149
1251300 0.469845 0.116
1251400 0.469845 0.154
1251500 0.469845 0.12
1251600 0.469845 0.132
1251700 0.469845 0.158
1251800 0.469845 0.158
1251900 0.469845 0.151
1252000 0.469845 0.141
1252100 0.469845 0.146
1252200 0.469845 0.135
1252300 0.469845 0.133
1252400 0.469845 0.133
1252500 0.469845 0.147
1252600 0.469845 0.153
1252700 0.469845 0.144
1252800 0.469845 0.147
1252900 0.469845 0.153
1253000 0.469845 0.142
1253100 0.469845 0.137
1253200 0.469845 0.137
1253300 0.469845 0.145
1253400 0.469845 0.151
1253500 0.469845 0.141
1253600 0.469845 0.129
1253700 0.469845 0.14
1253800 0.469845 0.138
1253900 0.469845 0.144
1254000 0.469845 0.131
1254100 0.469845 0.137
1254200 0.469845 0.143
1254300 0.469845 0.17
1254400 0.469845 0.149
1254500 0.469845 0.164
1254600 0.469845 0.142
1254700 0.469845 0.162
1254800 0.469845 0.124
1254900 0.469845 0.154
1255000 0.469845 0.149
1255100 0.469845 0.128
1255200 0.469845 0.125
1255300 0.469845 0.143
1255400 0.469845 0.158
1255500 0.469845 0.179
1255600 0.469845 0.148
1255700 0.469845 0.149
1255800 0.469845 0.128
1255900 0.469845 0.172
1256000 0.469845 0.156
1256100 0.469845 0.144
1256200 0.469845 0.139
1256300 0.469845 0.121
1256400 0.469845 0.136
1256500 0.469845 0.166
1256600 0.469845 0.15
1256700 0.469845 0.138
1256800 0.469845 0.13
1256900 0.469845 0.151
1257000 0.469845 0.163
1257100 0.469845 0.135
1257200 0.469845 0.133
1257300 0.469845 0.136
1257400 0.469845 0.143
1257500 0.469845 0.158
1257600 0.469845 0.135
1257700 0.469845 0.146
1257800 0.469845 0.142
1257900 0.469845 0.156
1258000 0.469845 0.139
1258100 0.469845 0.148
1258200 0.469845 0.16
1258300 0.469845 0.144
1258400 0.469845 0.147
1258500 0.469845 0.139
1258600 0.469845 0.157
1258700 0.469845 0.146
1258800 0.469845 0.139
1258900 0.469845 0.123
1259000 0.469845 0.14
1259100 0.469845 0.139
1259200 0.469845 0.145
1259300 0.469845 0.151
1259400 0.469845 0.133
1259500 0.469845 0.146
1259600 0.469845 0.137
1259700 0.469845 0.122
1259800 0.469845 0.139
1259900 0.469845 0.155
1260000 0.469845 0.16
1260100 0.469845 0.152
1260200 0.469845 0.143
1260300 0.469845 0.138
1260400 0.469845 0.148
1260500 0.469845 0.146
1260600 0.469845 0.149
1260700 0.469845 0.148
1260800 0.469845 0.141
1260900 0.469845 0.158
1261000 0.469845 0.143
1261100 0.469845 0.12
1261200 0.469845 0.156
1261300 0.469845 0.149
1261400 0.469845 0.156
1261500 0.469845 0.16
1261600 0.469845 0.133
1261700 0.469845 0.129
1261800 0.469845 0.134
1261900 0.469845 0.146
1262000 0.469845 0.127
1262100 0.469845 0.142
1262200 0.469845 0.127
1262300 0.469845 0.142
1262400 0.469845 0.139
1262500 0.469845 0.144
1262600 0.469845 0.144
1262700 0.469845 0.146
1262800 0.469845 0.141
1262900 0.469845 0.132
1263000 0.469845 0.137
1263100 0.469845 0.141
1263200 0.469845 0.112
1263300 0.469845 0.141
1263400 0.469845 0.142
1263500 0.469845 0.127
1263600 0.469845 0.125
1263700 0.469845 0.119
1263800 0.469845 0.13
1263900 0.469845 0.158
1264000 0.469845 0.156
1264100 0.469845 0.152
1264200 0.469845 0.164
1264300 0.469845 0.138
1264400 0.469845 0.141
1264500 0.469845 0.138
1264600 0.469845 0.174
1264700 0.469845 0.146
1264800 0.469845 0.14
1264900 0.469845 0.153
1265000 0.469845 0.145
1265100 0.469845 0.146
1265200 0.469845 0.164
1265300 0.469845 0.108
1265400 0.469845 0.149
1265500 0.469845 0.139
1265600 0.469845 0.135
1265700 0.469845 0.155
1265800 0.469845 0.16
1265900 0.469845 0.139
1266000 0.469845 0.152
1266100 0.469845 0.134
1266200 0.469845 0.135
1266300 0.469845 0.139
1266400 0.469845 0.146
1266500 0.469845 0.166
1266600 0.469845 0.135
1266700 0.469845 0.149
1266800 0.469845 0.154
1266900 0.469845 0.144
1267000 0.469845 0.129
1267100 0.469845 0.13
1267200 0.469845 0.171
1267300 0.469845 0.132
1267400 0.469845 0.142
1267500 0.469845 0.154
1267600 0.469845 0.142
1267700 0.469845 0.13
1267800 0.469845 0.128
1267900 0.469845 0.15
1268000 0.469845 0.148
1268100 0.469845 0.135
1268200 0.469845 0.158
1268300 0.469845 0.143
1268400 0.469845 0.141
1268500 0.469845 0.137
1268600 0.469845 0.142
1268700 0.469845 0.136
1268800 0.469845 0.165
1268900 0.469845 0.133
1269000 0.469845 0.143
1269100 0.469845 0.151
1269200 0.469845 0.154
1269300 0.469845 0.142
1269400 0.469845 0.148
1269500 0.469845 0.146
1269600 0.469845 0.136
1269700 0.469845 0.142
1269800 0.469845 0.138
1269900 0.469845 0.144
1270000 0.469845 0.137
1270100 0.469845 0.137
1270200 0.469845 0.146
1270300 0.469845 0.143
1270400 0.469845 0.15
1270500 0.469845 0.122
1270600 0.469845 0.133
1270700 0.469845 0.143
1270800 0.469845 0.143
1270900 0.469845 0.131
1271000 0.469845 0.159
1271100 0.469845 0.15
1271200 0.469845 0.15
1271300 0.469845 0.148
1271400 0.469845 0.152
1271500 0.469845 0.151
1271600 0.469845 0.151
1271700 0.469845 0.145
1271800 0.469845 0.139
1271900 0.469845 0.146
1272000 0.469845 0.145
1272100 0.469845 0.139
1272200 0.469845 0.153
1272300 0.469845 0.162
1272400 0.469845 0.132
1272500 0.469845 0.131
1272600 0.469845 0.167
1272700 0.469845 0.144
1272800 0.469845 0.153
1272900 0.469845 0.146
1273000 0.469845 0.131
1273100 0.469845 0.137
1273200 0.469845 0.117
1273300 0.469845 0.133
1273400 0.469845 0.137
1273500 0.469845 0.143
1273600 0.469845 0.133
1273700 0.469845 0.144
1273800 0.469845 0.132
1273900 0.469845 0.153
1274000 0.469845 0.152
1274100 0.469845 0.16
1274200 0.469845 0.164
1274300 0.469845 0.147
1274400 0.469845 0.127
1274500 0.469845 0.14
1274600 0.469845 0.14
1274700 0.469845 0.151
1274800 0.469845 0.144
1274900 0.469845 0.141
1275000 0.469845 0.146
1275100 0.469845 0.153
1275200 0.469845 0.124
1275300 0.469845 0.163
1275400 0.469845 0.124
1275500 0.469845 0.138
1275600 0.469845 0.152
1275700 0.469845 0.149
1275800 0.469845 0.151
1275900 0.469845 0.12
1276000 0.469845 0.126
1276100 0.469845 0.15
1276200 0.469845 0.146
1276300 0.469845 0.141
1276400 0.469845 0.134
1276500 0.469845 0.143
1276600 0.469845 0.163
1276700 0.469845 0.141
1276800 0.469845 0.141
1276900 0.469845 0.147
1277000 0.469845 0.148
1277100 0.469845 0.139
1277200 0.469845 0.152
1277300 0.469845 0.153
1277400 0.469845 0.137
1277500 0.469845 0.114
1277600 0.469845 0.143
1277700 0.469845 0.122
1277800 0.469845 0.15
1277900 0.469845 0.152
1278000 0.469845 0.16
1278100 0.469845 0.143
1278200 0.469845 0.151
1278300 0.469845 0.154
1278400 0.469845 0.141
1278500 0.469845 0.167
1278600 0.469845 0.157
1278700 0.469845 0.133
1278800 0.469845 0.146
1278900 0.469845 0.14
1279000 0.469845 0.133
1279100 0.469845 0.154
1279200 0.469845 0.15
1279300 0.469845 0.138
1279400 0.469845 0.147
1279500 0.469845 0.124
1279600 0.469845 0.151
1279700 0.469845 0.14
1279800 0.469845 0.168
1279900 0.469845 0.118
1280000 0.469845 0.155
1280100 0.469845 0.157
1280200 0.469845 0.13
1280300 0.469845 0.135
1280400 0.469845 0.13
1280500 0.469845 0.128
1280600 0.469845 0.153
1280700 0.469845 0.144
1280800 0.469845 0.164
1280900 0.469845 0.136
1281000 0.469845 0.152
1281100 0.469845 0.153
1281200 0.469845 0.141
1281300 0.469845 0.127
1281400 0.469845 0.151
1281500 0.469845 0.125
1281600 0.469845 0.13
1281700 0.469845 0.119
1281800 0.469845 0.141
1281900 0.469845 0.141
1282000 0.469845 0.144
1282100 0.469845 0.143
1282200 0.469845 0.126
1282300 0.469845 0.151
1282400 0.469845 0.158
1282500 0.469845 0.131
1282600 0.469845 0.148
1282700 0.469845 0.159
1282800 0.469845 0.136
1282900 0.469845 0.146
1283000 0.469845 0.146
1283100 0.469845 0.136
1283200 0.469845 0.147
1283300 0.469845 0.151
1283400 0.469845 0.146
1283500 0.469845 0.135
1283600 0.469845 0.146
1283700 0.469845 0.147
1283800 0.469845 0.126
1283900 0.469845 0.155
1284000 0.469845 0.142
1284100 0.469845 0.147
1284200 0.469845 0.142
1284300 0.469845 0.144
1284400 0.469845 0.117
1284500 0.469845 0.143
1284600 0.469845 0.139
1284700 0.469845 0.15
1284800 0.469845 0.164
1284900 0.469845 0.147
1285000 0.469845 0.145
1285100 0.469845 0.141
1285200 0.469845 0.126
1285300 0.469845 0.159
1285400 0.469845 0.153
1285500 0.469845 0.165
1285600 0.469845 0.132
1285700 0.469845 0.15
1285800 0.469845 0.151
1285900 0.469845 0.158
1286000 0.469845 0.141
1286100 0.469845 0.155
1286200 0.469845 0.126
1286300 0.469845 0.139
1286400 0.469845 0.131
1286500 0.469845 0.15
1286600 0.469845 0.151
1286700 0.469845 0.129
1286800 0.469845 0.136
1286900 0.469845 0.152
1287000 0.469845 0.15
1287100 0.469845 0.129
1287200 0.469845 0.128
1287300 0.469845 0.138
1287400 0.469845 0.124
1287500 0.469845 0.145
1287600 0.469845 0.141
1287700 0.469845 0.137
1287800 0.469845 0.133
1287900 0.469845 0.149
1288000 0.469845 0.125
1288100 0.469845 0.146
1288200 0.469845 0.142
1288300 0.469845 0.147
1288400 0.469845 0.146
1288500 0.469845 0.165
1288600 0.469845 0.158
1288700 0.469845 0.136
1288800 0.469845 0.149
1288900 0.469845 0.152
1289000 0.469845 0.147
1289100 0.469845 0.153
1289200 0.469845 0.112
1289300 0.469845 0.149
1289400 0.469845 0.126
1289500 0.469845 0.151
1289600 0.469845 0.144
1289700 0.469845 0.115
1289800 0.469845 0.133
1289900 0.469845 0.163
1290000 0.469845 0.158
1290100 0.469845 0.137
1290200 0.469845 0.139
1290300 0.469845 0.124
1290400 0.469845 0.137
1290500 0.469845 0.131
1290600 0.469845 0.132
1290700 0.469845 0.144
1290800 0.469845 0.132
1290900 0.469845 0.124
1291000 0.469845 0.129
1291100 0.469845 0.139
1291200 0.469845 0.132
1291300 0.469845 0.119
1291400 0.469845 0.146
1291500 0.469845 0.138
1291600 0.469845 0.138
1291700 0.469845 0.132
1291800 0.469845 0.157
1291900 0.469845 0.151
1292000 0.469845 0.141
1292100 0.469845 0.134
1292200 0.469845 0.149
1292300 0.469845 0.131
1292400 0.469845 0.142
1292500 0.469845 0.153
1292600 0.469845 0.141
1292700 0.469845 0.143
1292800 0.469845 0.154
1292900 0.469845 0.151
1293000 0.469845 0.146
1293100 0.469845 0.139
1293200 0.469845 0.155
1293300 0.469845 0.167
1293400 0.469845 0.138
1293500 0.469845 0.135
1293600 0.469845 0.149
1293700 0.469845 0.129
1293800 0.469845 0.14
1293900 0.469845 0.14
1294000 0.469845 0.115
1294100 0.469845 0.148
1294200 0.469845 0.123
1294300 0.469845 0.136
1294400 0.469845 0.169
1294500 0.469845 0.142
1294600 0.469845 0.138
1294700 0.469845 0.152
1294800 0.469845 0.148
1294900 0.469845 0.145
1295000 0.469845 0.148
1295100 0.469845 0.142
1295200 0.469845 0.147
1295300 0.469845 0.13
1295400 0.469845 0.125
1295500 0.469845 0.134
1295600 0.469845 0.14
1295700 0.469845 0.133
1295800 0.469845 0.153
1295900 0.469845 0.159
1296000 0.469845 0.156
1296100 0.469845 0.155
1296200 0.469845 0.125
1296300 0.469845 0.146
1296400 0.469845 0.142
1296500 0.469845 0.132
1296600 0.469845 0.132
1296700 0.469845 0.135
1296800 0.469845 0.151
1296900 0.469845 0.134
1297000 0.469845 0.128
1297100 0.469845 0.129
1297200 0.469845 0.154
1297300 0.469845 0.129
1297400 0.469845 0.143
1297500 0.469845 0.146
1297600 0.469845 0.135
1297700 0.469845 0.13
1297800 0.469845 0.166
1297900 0.469845 0.144
1298000 0.469845 0.137
1298100 0.469845 0.131
1298200 0.469845 0.13
1298300 0.469845 0.155
1298400 0.469845 0.129
1298500 0.469845 0.133
1298600 0.469845 0.166
1298700 0.469845 0.144
1298800 0.469845 0.14
1298900 0.469845 0.138
1299000 0.469845 0.142
1299100 0.469845 0.14
1299200 0.469845 0.147
1299300 0.469845 0.153
1299400 0.469845 0.137
1299500 0.469845 0.139
1299600 0.469845 0.163
1299700 0.469845 0.148
1299800 0.469845 0.131
1299900 0.469845 0.177
1300000 0.469845 0.15
1300100 0.469845 0.16
1300200 0.469845 0.139
1300300 0.469845 0.156
1300400 0.469845 0.139
1300500 0.469845 0.146
1300600 0.469845 0.153
1300700 0.469845 0.126
1300800 0.469845 0.144
1300900 0.469845 0.151
1301000 0.469845 0.156
1301100 0.469845 0.125
1301200 0.469845 0.128
1301300 0.469845 0.135
1301400 0.469845 0.145
1301500 0.469845 0.152
1301600 0.469845 0.138
1301700 0.469845 0.162
1301800 0.469845 0.127
1301900 0.469845 0.147
1302000 0.469845 0.156
1302100 0.469845 0.14
1302200 0.469845 0.139
1302300 0.469845 0.162
1302400 0.469845 0.124
1302500 0.469845 0.14
1302600 0.469845 0.166
1302700 0.469845 0.147
1302800 0.469845 0.134
1302900 0.469845 0.148
1303000 0.469845 0.133
1303100 0.469845 0.16
1303200 0.469845 0.156
1303300 0.469845 0.153
1303400 0.469845 0.141
1303500 0.469845 0.137
1303600 0.469845 0.146
1303700 0.469845 0.152
1303800 0.469845 0.16
1303900 0.469845 0.143
1304000 0.469845 0.138
1304100 0.469845 0.123
1304200 0.469845 0.136
1304300 0.469845 0.143
1304400 0.469845 0.135
1304500 0.469845 0.141
1304600 0.469845 0.156
1304700 0.469845 0.146
1304800 0.469845 0.149
1304900 0.469845 0.14
1305000 0.469845 0.139
1305100 0.469845 0.121
1305200 0.469845 0.137
1305300 0.469845 0.135
1305400 0.469845 0.152
1305500 0.469845 0.158
1305600 0.469845 0.158
1305700 0.469845 0.131
1305800 0.469845 0.143
1305900 0.469845 0.14
1306000 0.469845 0.138
1306100 0.469845 0.138
1306200 0.469845 0.139
1306300 0.469845 0.147
1306400 0.469845 0.136
1306500 0.469845 0.147
1306600 0.469845 0.151
1306700 0.469845 0.144
1306800 0.469845 0.145
1306900 0.469845 0.13
1307000 0.469845 0.141
1307100 0.469845 0.149
1307200 0.469845 0.156
1307300 0.469845 0.141
1307400 0.469845 0.149
1307500 0.469845 0.144
1307600 0.469845 0.143
1307700 0.469845 0.139
1307800 0.469845 0.142
1307900 0.469845 0.144
1308000 0.469845 0.136
1308100 0.469845 0.135
1308200 0.469845 0.134
1308300 0.469845 0.146
1308400 0.469845 0.157
1308500 0.469845 0.147
1308600 0.469845 0.131
1308700 0.469845 0.148
1308800 0.469845 0.117
1308900 0.469845 0.167
1309000 0.469845 0.139
1309100 0.469845 0.122
1309200 0.469845 0.148
1309300 0.469845 0.148
1309400 0.469845 0.138
1309500 0.469845 0.135
1309600 0.469845 0.135
1309700 0.469845 0.136
1309800 0.469845 0.138
1309900 0.469845 0.126
1310000 0.469845 0.146
1310100 0.469845 0.141
1310200 0.469845 0.129
1310300 0.469845 0.162
1310400 0.469845 0.156
1310500 0.469845 0.15
1310600 0.469845 0.135
1310700 0.469845 0.142
1310800 0.469845 0.157
1310900 0.469845 0.156
1311000 0.469845 0.141
1311100 0.469845 0.134
1311200 0.469845 0.117
1311300 0.469845 0.119
1311400 0.469845 0.144
1311500 0.469845 0.145
1311600 0.469845 0.152
1311700 0.469845 0.145
1311800 0.469845 0.16
1311900 0.469845 0.146
1312000 0.469845 0.155
1312100 0.469845 0.114
1312200 0.469845 0.149
1312300 0.469845 0.162
1312400 0.469845 0.135
1312500 0.469845 0.145
1312600 0.469845 0.159
1312700 0.469845 0.151
1312800 0.469845 0.145
1312900 0.469845 0.138
1313000 0.469845 0.142
1313100 0.469845 0.13
1313200 0.469845 0.157
1313300 0.469845 0.128
1313400 0.469845 0.136
1313500 0.469845 0.14
1313600 0.469845 0.135
1313700 0.469845 0.144
1313800 0.469845 0.13
1313900 0.469845 0.141
1314000 0.469845 0.157
1314100 0.469845 0.147
1314200 0.469845 0.129
1314300 0.469845 0.144
1314400 0.469845 0.131
1314500 0.469845 0.143
1314600 0.469845 0.135
1314700 0.469845 0.144
1314800 0.469845 0.15
1314900 0.469845 0.134
1315000 0.469845 0.152
1315100 0.469845 0.144
1315200 0.469845 0.149
1315300 0.469845 0.141
1315400 0.469845 0.155
1315500 0.469845 0.155
1315600 0.469845 0.162
1315700 0.469845 0.127
1315800 0.469845 0.115
1315900 0.469845 0.146
1316000 0.469845 0.136
1316100 0.469845 0.156
1316200 0.469845 0.14
1316300 0.469845 0.159
1316400 0.469845 0.141
1316500 0.469845 0.137
1316600 0.469845 0.146
1316700 0.469845 0.139
1316800 0.469845 0.137
1316900 0.469845 0.166
1317000 0.469845 0.141
1317100 0.469845 0.143
1317200 0.469845 0.145
1317300 0.469845 0.119
1317400 0.469845 0.147
1317500 0.469845 0.124
1317600 0.469845 0.127
1317700 0.469845 0.134
1317800 0.469845 0.132
1317900 0.469845 0.136
1318000 0.469845 0.128
1318100 0.469845 0.138
1318200 0.469845 0.145
1318300 0.469845 0.152
1318400 0.469845 0.154
1318500 0.469845 0.134
1318600 0.469845 0.146
1318700 0.469845 0.151
1318800 0.469845 0.114
1318900 0.469845 0.164
1319000 0.469845 0.14
1319100 0.469845 0.134
1319200 0.469845 0.115
1319300 0.469845 0.15
1319400 0.469845 0.163
1319500 0.469845 0.135
1319600 0.469845 0.127
1319700 0.469845 0.121
1319800 0.469845 0.133
1319900 0.469845 0.153
1320000 0.469845 0.138
1320100 0.469845 0.143
1320200 0.469845 0.131
1320300 0.469845 0.169
1320400 0.469845 0.145
1320500 0.469845 0.13
1320600 0.469845 0.142
1320700 0.469845 0.131
1320800 0.469845 0.148
1320900 0.469845 0.144
1321000 0.469845 0.137
1321100 0.469845 0.135
1321200 0.469845 0.15
1321300 0.469845 0.145
1321400 0.469845 0.137
1321500 0.469845 0.153
1321600 0.469845 0.153
1321700 0.469845 0.152
1321800 0.469845 0.14
1321900 0.469845 0.164
1322000 0.469845 0.147
1322100 0.469845 0.148
1322200 0.469845 0.138
1322300 0.469845 0.162
1322400 0.469845 0.134
1322500 0.469845 0.16
1322600 0.469845 0.152
1322700 0.469845 0.143
1322800 0.469845 0.179
1322900 0.469845 0.152
1323000 0.469845 0.153
1323100 0.469845 0.128
1323200 0.469845 0.127
1323300 0.469845 0.149
1323400 0.469845 0.134
1323500 0.469845 0.158
1323600 0.469845 0.151
1323700 0.469845 0.126
1323800 0.469845 0.155
1323900 0.469845 0.152
1324000 0.469845 0.141
1324100 0.469845 0.135
1324200 0.469845 0.157
1324300 0.469845 0.141
1324400 0.469845 0.14
1324500 0.469845 0.141
1324600 0.469845 0.133
1324700 0.469845 0.149
1324800 0.469845 0.125
1324900 0.469845 0.145
1325000 0.469845 0.13
1325100 0.469845 0.149
1325200 0.469845 0.136
1325300 0.469845 0.126
1325400 0.469845 0.128
1325500 0.469845 0.143
1325600 0.469845 0.162
1325700 0.469845 0.135
1325800 0.469845 0.141
1325900 0.469845 0.142
1326000 0.469845 0.142
1326100 0.469845 0.136
1326200 0.469845 0.142
1326300 0.469845 0.143
1326400 0.469845 0.122
1326500 0.469845 0.145
1326600 0.469845 0.151
1326700 0.469845 0.143
1326800 0.469845 0.137
1326900 0.469845 0.146
1327000 0.469845 0.132
1327100 0.469845 0.144
1327200 0.469845 0.158
1327300 0.469845 0.13
1327400 0.469845 0.147
1327500 0.469845 0.134
1327600 0.469845 0.132
1327700 0.469845 0.118
1327800 0.469845 0.15
1327900 0.469845 0.125
1328000 0.469845 0.143
1328100 0.469845 0.137
1328200 0.469845 0.136
1328300 0.469845 0.136
1328400 0.469845 0.139
1328500 0.469845 0.145
1328600 0.469845 0.147
1328700 0.469845 0.14
1328800 0.469845 0.14
1328900 0.469845 0.13
1329000 0.469845 0.112
