t  par1  
202500 -2148 
202600 -2134 
202700 -1930 
202800 96 
202900 2098 
203000 2484 
203100 2504 
203200 2290 
203300 1338 
203400 1086 
203500 -694 
203600 -1370 
203700 -2438 
203800 -1436 
203900 -754 
204000 818 
204100 866 
204200 1510 
204300 1812 
204400 1108 
204500 76 
204600 -1356 
204700 -2536 
204800 -988 
204900 -630 
205000 -524 
205100 -240 
205200 1446 
205300 712 
205400 406 
205500 -6 
205600 -900 
205700 26 
205800 1382 
205900 1428 
206000 856 
206100 -1548 
206200 -1650 
206300 -2122 
206400 -1668 
206500 -1788 
206600 -1672 
206700 -432 
206800 1136 
206900 2604 
207000 1668 
207100 1166 
207200 532 
207300 -392 
207400 -1972 
207500 -1162 
207600 1030 
207700 2042 
207800 2008 
207900 1014 
208000 -176 
208100 -2012 
208200 -2172 
208300 -3020 
208400 -1990 
208500 -816 
208600 58 
208700 1604 
208800 2394 
208900 1424 
209000 1030 
209100 958 
209200 308 
209300 -1386 
209400 -1760 
209500 -1396 
209600 -214 
209700 760 
209800 1036 
209900 960 
210000 638 
210100 -378 
210200 -800 
210300 -540 
210400 -506 
210500 380 
210600 1248 
210700 372 
210800 -1390 
210900 -1628 
211000 -1254 
211100 -764 
211200 -262 
211300 438 
211400 614 
211500 110 
211600 -1050 
211700 -364 
211800 686 
211900 320 
212000 196 
212100 52 
212200 130 
212300 678 
212400 -858 
212500 -1396 
212600 -396 
212700 1230 
212800 1342 
212900 2220 
213000 1936 
213100 1444 
213200 412 
213300 -592 
213400 -2230 
213500 -1436 
213600 -68 
213700 412 
213800 1314 
213900 -72 
214000 -1640 
214100 -1662 
214200 -2210 
214300 -1660 
214400 66 
214500 1064 
214600 1798 
214700 1394 
214800 1888 
214900 1924 
215000 1960 
215100 704 
215200 -550 
215300 -184 
215400 -1072 
215500 -902 
215600 2 
215700 588 
215800 1286 
215900 -274 
216000 -1532 
216100 -1650 
216200 -1334 
216300 -554 
216400 748 
216500 822 
216600 1824 
216700 910 
216800 782 
216900 234 
217000 -426 
217100 -312 
217200 -438 
217300 -734 
217400 638 
217500 1286 
217600 1522 
217700 110 
217800 -1250 
217900 -1558 
218000 -1604 
218100 -1376 
218200 -1442 
218300 -1266 
218400 -58 
218500 688 
218600 1408 
218700 1312 
218800 696 
218900 -596 
219000 -922 
219100 -1790 
219200 -1782 
219300 -956 
219400 526 
219500 1058 
219600 1526 
219700 608 
219800 -1208 
219900 -1820 
220000 -914 
220100 -442 
220200 1098 
220300 1340 
220400 1062 
220500 168 
220600 -1088 
220700 -1740 
220800 -1406 
220900 -1172 
221000 -588 
221100 -128 
221200 1128 
221300 1106 
221400 -282 
221500 -1470 
221600 -2390 
221700 -298 
221800 -64 
221900 360 
222000 1520 
222100 1096 
222200 626 
222300 -570 
222400 -868 
222500 -582 
222600 -444 
222700 1150 
222800 986 
222900 440 
223000 324 
223100 -744 
223200 -1224 
223300 -382 
223400 288 
223500 1016 
223600 612 
223700 218 
223800 -358 
223900 -634 
224000 -68 
224100 84 
224200 524 
224300 -262 
224400 -380 
224500 598 
224600 -434 
224700 -382 
224800 2250 
224900 2122 
225000 406 
225100 -430 
225200 -1838 
225300 -1484 
225400 -1738 
225500 -946 
225600 540 
225700 2252 
225800 1742 
225900 1706 
226000 378 
226100 -642 
226200 -878 
226300 -666 
226400 -1296 
226500 -774 
226600 834 
226700 994 
226800 836 
226900 296 
227000 -972 
227100 -1098 
227200 544 
227300 1104 
227400 1330 
227500 184 
227600 -724 
227700 -882 
227800 -932 
227900 -128 
228000 298 
228100 786 
228200 26 
228300 -1766 
228400 -356 
228500 390 
228600 962 
228700 196 
228800 388 
228900 494 
229000 520 
229100 400 
229200 88 
229300 -494 
229400 -44 
229500 1668 
229600 904 
229700 892 
229800 -506 
229900 -1270 
230000 -1500 
230100 -712 
230200 988 
230300 1734 
230400 670 
230500 -1176 
230600 -1934 
230700 -2756 
230800 -2456 
230900 -2246 
231000 -2110 
231100 178 
231200 1236 
231300 1896 
231400 2756 
231500 3300 
231600 1884 
231700 780 
231800 -914 
231900 -2164 
232000 -1596 
232100 -640 
232200 -102 
232300 922 
232400 698 
232500 -6 
232600 192 
232700 -732 
232800 -402 
232900 272 
233000 112 
233100 636 
233200 -58 
233300 -1494 
233400 -1442 
233500 -36 
233600 1602 
233700 1934 
233800 2536 
233900 1568 
234000 170 
234100 -428 
234200 -1634 
234300 -630 
234400 1324 
234500 2458 
234600 1644 
234700 1436 
234800 676 
234900 94 
235000 -902 
235100 -798 
235200 430 
235300 524 
235400 1418 
235500 336 
235600 -610 
235700 -2264 
235800 -440 
235900 2286 
236000 3708 
236100 3808 
236200 2902 
236300 1628 
236400 -616 
236500 -3168 
236600 -4198 
236700 -3894 
236800 -2952 
236900 -3158 
237000 -1710 
237100 -1446 
237200 -222 
237300 320 
237400 758 
237500 896 
237600 1224 
237700 928 
237800 240 
237900 -538 
238000 -1612 
238100 860 
238200 2260 
238300 2352 
238400 1804 
238500 488 
238600 -964 
238700 -936 
238800 -2030 
238900 -752 
239000 -250 
239100 526 
239200 818 
239300 -342 
239400 -354 
239500 74 
239600 150 
239700 1048 
239800 1412 
239900 168 
240000 -798 
240100 -1678 
240200 868 
240300 2780 
240400 3594 
240500 1718 
240600 1482 
240700 778 
240800 290 
240900 -1386 
241000 -1506 
241100 -772 
241200 -144 
241300 50 
241400 956 
241500 1086 
241600 -824 
241700 -1868 
241800 -406 
241900 204 
242000 694 
242100 1394 
242200 1404 
242300 222 
242400 30 
242500 -780 
242600 -576 
242700 -1268 
242800 304 
242900 1806 
243000 2902 
243100 1728 
243200 272 
243300 -774 
243400 -1448 
243500 -1196 
243600 -12 
243700 2276 
243800 1868 
243900 766 
244000 -434 
244100 -422 
244200 -992 
244300 -416 
244400 1564 
244500 2120 
244600 1446 
244700 498 
244800 838 
244900 64 
245000 -664 
245100 -1844 
245200 -2230 
245300 -668 
245400 1584 
245500 2894 
245600 2930 
245700 1598 
245800 -32 
245900 -2074 
246000 -3528 
246100 -2738 
246200 -2228 
246300 -1852 
246400 -476 
246500 254 
246600 1578 
246700 2256 
246800 1070 
246900 198 
247000 322 
247100 162 
247200 -1236 
247300 504 
247400 1078 
247500 902 
247600 -938 
247700 -1236 
247800 -1424 
247900 -510 
248000 976 
248100 1148 
248200 1350 
248300 2090 
248400 624 
248500 -636 
248600 -1480 
248700 -1068 
248800 -364 
248900 970 
249000 1030 
249100 -140 
249200 -1840 
249300 -2136 
249400 -1082 
249500 1386 
249600 2862 
249700 2614 
249800 1828 
249900 268 
250000 -1056 
250100 -840 
250200 -1294 
250300 -1750 
250400 -1770 
250500 -804 
250600 -52 
250700 1066 
250800 1260 
250900 1548 
251000 384 
251100 -400 
251200 -572 
251300 -1060 
251400 -352 
251500 -50 
251600 1190 
251700 1404 
251800 984 
251900 354 
252000 -346 
252100 -696 
252200 -1396 
252300 -474 
252400 -390 
252500 148 
252600 1222 
252700 1022 
252800 -344 
252900 -1202 
253000 -946 
253100 -50 
253200 -428 
253300 -1252 
253400 -334 
253500 1246 
253600 1900 
253700 764 
253800 -718 
253900 -2336 
254000 -3260 
254100 -1256 
254200 -126 
254300 1728 
254400 2082 
254500 1910 
254600 1626 
254700 1308 
254800 688 
254900 -224 
255000 -530 
255100 -1254 
255200 -432 
255300 678 
255400 1092 
255500 1332 
255600 -90 
255700 -1150 
255800 -1646 
255900 -1156 
256000 -376 
256100 -278 
256200 -102 
256300 694 
256400 866 
256500 -28 
256600 358 
256700 422 
256800 -1038 
256900 -1632 
257000 -838 
257100 -864 
257200 948 
257300 1628 
257400 1326 
257500 376 
257600 482 
257700 -254 
257800 -438 
257900 -744 
258000 1068 
258100 1748 
258200 572 
258300 -1378 
258400 -2222 
258500 -1082 
258600 646 
258700 780 
258800 1046 
258900 784 
259000 370 
259100 592 
259200 650 
259300 260 
259400 -584 
259500 -126 
259600 -342 
259700 188 
259800 384 
259900 -1016 
260000 -188 
260100 404 
260200 -56 
260300 -428 
260400 -232 
260500 -464 
260600 -172 
260700 -464 
260800 -148 
260900 1292 
261000 1106 
261100 -200 
261200 282 
261300 -584 
261400 -1020 
261500 -308 
261600 764 
261700 1724 
261800 346 
261900 432 
262000 -320 
262100 -166 
262200 550 
262300 544 
262400 -220 
262500 -118 
262600 956 
262700 -452 
262800 -1662 
262900 -2460 
263000 -1024 
263100 -154 
263200 730 
263300 1668 
263400 1420 
263500 730 
263600 340 
263700 -420 
263800 -702 
263900 -1268 
264000 -14 
264100 1884 
264200 3008 
264300 1424 
264400 270 
264500 -216 
264600 -448 
264700 -1060 
264800 -802 
264900 -1124 
265000 -652 
265100 1026 
265200 1272 
265300 812 
265400 -396 
265500 -976 
265600 -960 
265700 -680 
265800 -24 
265900 -154 
266000 790 
266100 -310 
266200 72 
266300 592 
266400 -64 
266500 -2030 
266600 -866 
266700 596 
266800 1524 
266900 2388 
267000 1250 
267100 292 
267200 -842 
267300 -1926 
267400 -1642 
267500 -1084 
267600 -18 
267700 804 
267800 1708 
267900 454 
268000 -1098 
268100 -1818 
268200 -1524 
268300 -1184 
268400 562 
268500 1420 
268600 1374 
268700 844 
268800 1022 
268900 896 
269000 -194 
269100 -452 
269200 -788 
269300 -574 
269400 -1420 
269500 -996 
269600 408 
269700 1274 
269800 2222 
269900 1108 
270000 -1704 
270100 -2834 
270200 -4062 
270300 -3402 
270400 -2812 
270500 -1438 
270600 402 
270700 1266 
270800 2672 
270900 3066 
271000 2372 
271100 1194 
271200 -238 
271300 -1656 
271400 -2076 
271500 -1324 
271600 -1188 
271700 -182 
271800 132 
271900 530 
272000 1188 
272100 250 
272200 332 
272300 -160 
272400 -558 
272500 -664 
272600 -1008 
272700 -466 
272800 1382 
272900 1950 
273000 662 
273100 -76 
273200 -850 
273300 -1834 
273400 -1302 
273500 432 
273600 1110 
273700 1572 
273800 994 
273900 810 
274000 1306 
274100 508 
274200 -1034 
274300 -1802 
274400 -1538 
274500 270 
274600 2010 
274700 3260 
274800 2724 
274900 936 
275000 -280 
275100 -1402 
275200 -2330 
275300 -2038 
275400 -564 
275500 142 
275600 740 
275700 984 
275800 1360 
275900 908 
276000 710 
276100 -950 
276200 -1618 
276300 -1784 
276400 -1294 
276500 -862 
276600 226 
276700 1082 
276800 1130 
276900 106 
277000 -318 
277100 -1052 
277200 -1080 
277300 -40 
277400 1204 
277500 2446 
277600 2004 
277700 992 
277800 88 
277900 -1008 
278000 -1110 
278100 -208 
278200 1652 
278300 1080 
278400 220 
278500 -92 
278600 -808 
278700 -1156 
278800 -224 
278900 1738 
279000 1622 
279100 1304 
279200 1372 
279300 1484 
279400 872 
279500 -1130 
279600 -1574 
279700 -1486 
279800 -160 
279900 112 
280000 206 
280100 214 
280200 -122 
280300 108 
280400 26 
280500 -804 
280600 -1114 
280700 1016 
280800 1470 
280900 1402 
281000 686 
281100 -510 
281200 -94 
281300 -1922 
281400 -1800 
281500 -680 
281600 874 
281700 1652 
281800 1660 
281900 136 
282000 -1662 
282100 -2346 
282200 -2064 
282300 -1296 
282400 432 
282500 1390 
282600 1166 
282700 750 
282800 -320 
282900 -1860 
283000 -1018 
283100 284 
283200 1226 
283300 1860 
283400 2656 
283500 1782 
283600 580 
283700 -838 
283800 -2312 
283900 -2082 
284000 -2398 
284100 -954 
284200 1064 
284300 1160 
284400 3032 
284500 2902 
284600 2488 
284700 398 
284800 -2120 
284900 -3458 
285000 -3302 
285100 -2874 
285200 -1758 
285300 -880 
285400 278 
285500 1140 
285600 1678 
285700 892 
285800 900 
285900 472 
286000 410 
286100 -350 
286200 -280 
286300 20 
286400 -172 
286500 -662 
286600 2376 
286700 2738 
286800 846 
286900 -1178 
287000 -3626 
287100 -3198 
287200 -1526 
287300 308 
287400 2368 
287500 3496 
287600 3696 
287700 1708 
287800 22 
287900 -1682 
288000 -2870 
288100 -2596 
288200 -3938 
288300 -3124 
288400 -2668 
288500 -2340 
288600 -1502 
288700 -338 
288800 990 
288900 1436 
289000 1026 
289100 1086 
289200 1406 
289300 898 
289400 394 
289500 -262 
289600 -518 
289700 -900 
289800 -592 
289900 -10 
290000 -768 
290100 -46 
290200 742 
290300 422 
290400 -890 
290500 -860 
290600 0 
290700 558 
290800 1064 
290900 784 
291000 1100 
291100 -336 
291200 -1450 
291300 -2070 
291400 -1170 
291500 -284 
291600 650 
291700 850 
291800 1644 
291900 746 
292000 -670 
292100 -1242 
292200 -1398 
292300 -508 
292400 1872 
292500 2492 
292600 2680 
292700 2300 
292800 1236 
292900 -242 
293000 -1210 
293100 -1070 
293200 -2188 
293300 -1382 
293400 -822 
293500 -534 
293600 -152 
293700 12 
293800 1070 
293900 1078 
294000 -150 
294100 -300 
294200 -1248 
294300 180 
294400 370 
294500 512 
294600 -1268 
294700 -1440 
294800 -734 
294900 952 
295000 2042 
295100 2360 
295200 2560 
295300 940 
295400 258 
295500 -486 
295600 -1318 
295700 -196 
295800 1376 
295900 2744 
296000 458 
296100 -1646 
296200 -2726 
296300 -3178 
296400 -3184 
296500 -2206 
296600 -810 
296700 684 
296800 2284 
296900 2066 
297000 1348 
297100 128 
297200 -806 
297300 -1568 
297400 -1232 
297500 -1248 
297600 -132 
297700 -68 
297800 656 
297900 -186 
298000 -3334 
298100 -2714 
298200 -664 
298300 2056 
298400 3516 
298500 3684 
298600 3322 
298700 2888 
298800 2044 
298900 1838 
299000 1166 
299100 432 
299200 -876 
299300 -1816 
299400 -1268 
299500 -354 
299600 -518 
299700 -292 
299800 704 
299900 176 
300000 -1756 
300100 -2484 
300200 -1260 
300300 262 
300400 1984 
300500 3694 
300600 3004 
300700 1346 
300800 82 
300900 -2296 
301000 -3030 
301100 -3104 
301200 -3704 
301300 -1838 
301400 -650 
301500 430 
301600 986 
301700 1620 
301800 1254 
301900 1020 
302000 -110 
302100 58 
302200 -898 
302300 -110 
302400 -816 
302500 0 
302600 1788 
302700 888 
302800 -686 
302900 -2066 
303000 -1588 
303100 426 
303200 1598 
303300 1974 
303400 2192 
303500 1376 
303600 -16 
303700 -1022 
303800 -1436 
303900 -1938 
304000 -1702 
304100 -466 
304200 348 
304300 362 
304400 436 
304500 144 
304600 -610 
304700 -822 
304800 114 
304900 508 
305000 626 
305100 446 
305200 748 
305300 -284 
305400 -444 
305500 -196 
305600 -262 
305700 -46 
305800 1624 
305900 442 
306000 -2536 
306100 -3348 
306200 -2398 
306300 -438 
306400 672 
306500 1570 
306600 748 
306700 -26 
306800 52 
306900 238 
307000 272 
307100 64 
307200 70 
307300 -526 
307400 -58 
307500 970 
307600 634 
307700 -1656 
307800 -1186 
307900 -110 
308000 1736 
308100 2424 
308200 1780 
308300 1310 
308400 700 
308500 -78 
308600 -702 
308700 -1204 
308800 -972 
308900 -1134 
309000 -1116 
309100 128 
309200 1114 
309300 1768 
309400 752 
309500 -810 
309600 -1128 
309700 -1000 
309800 -272 
309900 88 
310000 166 
310100 118 
310200 -86 
310300 -782 
310400 1540 
310500 1724 
310600 1444 
310700 -192 
310800 -612 
310900 -1320 
311000 -516 
311100 -610 
311200 350 
311300 1384 
311400 1460 
311500 472 
311600 -118 
311700 -154 
311800 -1050 
311900 190 
312000 -312 
312100 -82 
312200 262 
312300 614 
312400 34 
312500 -136 
312600 572 
312700 340 
312800 -494 
312900 -464 
313000 1040 
313100 1130 
313200 -1898 
313300 -2364 
313400 -1818 
313500 -1196 
313600 -1250 
313700 846 
313800 1260 
313900 1708 
314000 868 
314100 474 
314200 -366 
314300 -584 
314400 -890 
314500 294 
314600 1284 
314700 458 
314800 -128 
314900 -1978 
315000 -908 
315100 1066 
315200 1780 
315300 2920 
315400 3264 
315500 1656 
315600 -190 
315700 -2152 
315800 -2826 
315900 -2348 
316000 -2160 
316100 -2222 
316200 -1054 
316300 206 
316400 210 
316500 1306 
316600 306 
316700 -378 
316800 -1992 
316900 -1786 
317000 -870 
317100 -500 
317200 648 
317300 1738 
317400 2284 
317500 1488 
317600 1068 
317700 -1360 
317800 -1628 
317900 -1968 
318000 -2082 
318100 -1328 
318200 -942 
318300 -242 
318400 880 
318500 1572 
318600 1804 
318700 626 
318800 -790 
318900 -2440 
319000 -2808 
319100 -1516 
319200 -188 
319300 1832 
319400 2580 
319500 2024 
319600 858 
319700 572 
319800 -1270 
319900 -890 
320000 -78 
320100 850 
320200 324 
320300 1286 
320400 730 
320500 1032 
320600 346 
320700 -1832 
320800 -2298 
320900 -1502 
321000 -190 
321100 1208 
321200 2384 
321300 2658 
321400 1614 
321500 1310 
321600 680 
321700 476 
321800 566 
321900 -320 
322000 -2010 
322100 -1378 
322200 72 
322300 1552 
322400 3614 
322500 2128 
322600 1180 
322700 -20 
322800 -1196 
322900 -1088 
323000 -2258 
323100 -1194 
323200 -1234 
323300 -256 
323400 -474 
323500 870 
323600 1164 
323700 984 
323800 -168 
323900 -1250 
324000 -2012 
324100 -1176 
324200 -484 
324300 72 
324400 480 
324500 578 
324600 354 
324700 -356 
324800 -324 
324900 -6 
325000 822 
325100 456 
325200 -704 
325300 120 
325400 646 
325500 192 
325600 -550 
325700 -950 
325800 -680 
325900 -302 
326000 1136 
326100 1572 
326200 394 
326300 -1284 
326400 -1358 
326500 -1444 
326600 -1818 
326700 -472 
326800 -80 
326900 718 
327000 1634 
327100 1304 
327200 130 
327300 -1430 
327400 -1788 
327500 -1446 
327600 -2278 
327700 -1446 
327800 -86 
327900 518 
328000 1562 
328100 950 
328200 -550 
328300 -2008 
328400 -1720 
328500 -1074 
328600 -374 
328700 710 
328800 1440 
328900 516 
329000 -4 
329100 -532 
329200 -1520 
329300 -94 
329400 20 
329500 910 
329600 780 
329700 -1102 
329800 -1190 
329900 -1534 
330000 -726 
330100 70 
330200 1302 
330300 1112 
330400 10 
330500 -416 
330600 44 
330700 -476 
330800 180 
330900 1514 
331000 1054 
331100 -1040 
331200 -1558 
331300 -570 
331400 1614 
331500 1912 
331600 1556 
331700 -488 
331800 -946 
331900 -1152 
332000 -916 
332100 -554 
332200 -342 
332300 452 
332400 -168 
332500 -466 
332600 -520 
332700 -426 
332800 792 
332900 686 
333000 380 
333100 -572 
333200 -1666 
333300 320 
333400 1658 
333500 1626 
333600 510 
333700 -872 
333800 -1862 
333900 -2562 
334000 -1108 
334100 684 
334200 2144 
334300 1600 
334400 1180 
334500 376 
334600 102 
334700 -1066 
334800 -1776 
334900 -858 
335000 -78 
335100 1278 
335200 1282 
335300 1716 
335400 1156 
335500 252 
335600 -998 
335700 -1050 
335800 -1910 
335900 -866 
336000 158 
336100 578 
336200 72 
336300 268 
336400 640 
336500 728 
336600 -222 
336700 -1540 
336800 -934 
336900 -32 
337000 896 
337100 1658 
337200 1674 
337300 346 
337400 -1502 
337500 -1726 
337600 -1664 
337700 -1662 
337800 -1396 
337900 -1130 
338000 -206 
338100 1356 
338200 1700 
338300 1360 
338400 1108 
338500 -722 
338600 -860 
338700 -1456 
338800 -2022 
338900 -1276 
339000 -380 
339100 -246 
339200 754 
339300 870 
339400 60 
339500 512 
339600 -1122 
339700 -124 
339800 840 
339900 434 
340000 1134 
340100 438 
340200 -1822 
340300 -3662 
340400 -1408 
340500 132 
340600 1772 
340700 2564 
340800 3104 
340900 2594 
341000 1708 
341100 82 
341200 -690 
341300 -1458 
341400 328 
341500 1220 
341600 1210 
341700 810 
341800 -72 
341900 -1536 
342000 -1770 
342100 -2078 
342200 -1114 
342300 656 
342400 1910 
342500 2188 
342600 1686 
342700 268 
342800 -1280 
342900 -1482 
343000 -1504 
343100 -1202 
343200 -686 
343300 -412 
343400 924 
343500 328 
343600 310 
343700 78 
343800 772 
343900 -572 
344000 -1422 
344100 -918 
344200 1174 
344300 2146 
344400 2322 
344500 1390 
344600 -630 
344700 -2790 
344800 -2740 
344900 -1686 
345000 -20 
345100 1150 
345200 1884 
345300 1970 
345400 1620 
345500 514 
345600 404 
345700 1054 
345800 -8 
345900 -890 
346000 -2194 
346100 -1386 
346200 484 
346300 1944 
346400 2270 
346500 2956 
346600 2330 
346700 1398 
346800 1508 
346900 118 
347000 -790 
347100 -1768 
347200 -1616 
347300 -220 
347400 1274 
347500 1772 
347600 658 
347700 -76 
347800 -950 
347900 -1714 
348000 -1718 
348100 -686 
348200 -436 
348300 -118 
348400 1714 
348500 1090 
348600 -804 
348700 -1908 
348800 -2246 
348900 -444 
349000 158 
349100 1156 
349200 1378 
349300 2044 
349400 360 
349500 -392 
349600 -1406 
349700 -1604 
349800 -1932 
349900 -494 
350000 1286 
350100 2578 
350200 2546 
350300 2070 
350400 808 
350500 -1378 
350600 -3224 
350700 -3086 
350800 -1458 
350900 -310 
351000 364 
351100 2162 
351200 2176 
351300 966 
351400 -852 
351500 -2038 
351600 -2548 
351700 -2620 
351800 -2276 
351900 -2500 
352000 -1828 
352100 -648 
352200 396 
352300 758 
352400 1620 
352500 1518 
352600 1290 
352700 332 
352800 -756 
352900 -2124 
353000 -946 
353100 248 
353200 738 
353300 2132 
353400 1166 
353500 -774 
353600 -2254 
353700 -1878 
353800 -1536 
353900 -100 
354000 -156 
354100 868 
354200 1186 
354300 -1300 
354400 -1964 
354500 -1908 
354600 -1094 
354700 -554 
354800 1034 
354900 2212 
355000 1482 
355100 1696 
355200 734 
355300 -1218 
355400 -2078 
355500 -2668 
355600 -2030 
355700 -1094 
355800 534 
355900 1712 
356000 3432 
356100 3060 
356200 746 
356300 -636 
356400 -1248 
356500 -1298 
356600 -1710 
356700 -2338 
356800 -944 
356900 60 
357000 730 
357100 1452 
357200 816 
357300 548 
357400 912 
357500 -544 
357600 -1908 
357700 -1106 
357800 678 
357900 1524 
358000 1436 
